100.099998 349.899994 0.979960 20.736490 7.910842 
100.500000 330.200012 1.161909 18.726997 7.908306 
100.599998 87.699997 0.828212 20.629570 7.907827 
100.699997 175.300003 0.912691 17.556881 7.907470 
100.800003 124.300003 1.051024 20.764944 7.906735 
100.800003 83.800003 0.874849 19.661478 7.906902 
100.800003 87.400002 1.123106 18.632458 7.907149 
100.900002 99.199997 1.115915 20.209566 7.906684 
101.000000 141.699997 0.872642 21.185184 7.906088 
101.000000 296.299988 1.072497 20.386656 7.906245 
101.300003 134.000000 1.072161 21.088530 7.904931 
101.300003 272.899994 0.938438 21.059168 7.904784 
101.300003 34.200001 1.074264 18.364664 7.904898 
101.500000 240.800003 1.094333 19.940044 7.904067 
101.699997 121.099998 0.882843 20.489466 7.903036 
101.800003 205.800003 1.060185 18.673208 7.902798 
101.800003 344.500000 0.880623 20.101561 7.902683 
102.199997 290.700012 0.918976 19.450172 7.901115 
102.300003 41.299999 1.008352 20.478634 7.900705 
102.500000 204.899994 1.051226 20.451811 7.900118 
102.699997 257.200012 1.058438 21.508831 7.899405 
102.800003 238.699997 0.805256 20.413620 7.899092 
102.900002 115.199997 1.002125 19.905787 7.898941 
102.900002 286.000000 1.058631 18.735123 7.898919 
103.199997 291.000000 1.131857 19.898552 7.898265 
103.199997 67.699997 1.072918 20.595362 7.898049 
103.400002 345.899994 1.103384 18.542995 7.897688 
103.699997 116.599998 1.243440 19.122934 7.897144 
103.800003 336.799988 0.922633 19.889345 7.896847 
103.900002 111.199997 1.002441 19.347391 7.896649 
103.900002 219.800003 1.034472 19.698658 7.896684 
104.000000 245.899994 1.056006 20.266773 7.896531 
104.000000 86.500000 1.047884 22.003439 7.896525 
104.099998 54.200001 0.956060 19.895441 7.896390 
104.199997 301.100006 0.988021 19.362524 7.896160 
104.300003 146.800003 1.032496 20.180120 7.896107 
104.599998 196.000000 0.999141 17.645351 7.895784 
104.599998 232.300003 1.099643 19.271694 7.895769 
104.599998 30.000000 0.857711 17.839598 7.895777 
104.599998 4.800000 0.902869 19.782368 7.895779 
104.900002 216.000000 0.899531 20.903738 7.895571 
104.900002 95.199997 1.163664 18.893526 7.895514 
10.400000 192.600006 0.962240 22.077726 9.409985 
105.000000 359.399994 1.098244 19.624260 7.895551 
105.199997 283.200012 0.961892 20.315853 7.895488 
105.199997 285.100006 1.024300 20.083105 7.895496 
105.400002 3.300000 0.824392 18.857971 7.895449 
105.599998 189.699997 1.231445 18.637264 7.895496 
105.699997 14.300000 1.089090 19.926287 7.895600 
105.699997 206.800003 1.066220 19.523178 7.895614 
105.800003 179.199997 0.903007 21.024410 7.895673 
